Payment_ID,Claim_ID,Payment_Date,Payment_Amount,Payment_Status,Payment_Mode
PAY00001653,CLM0002282,2023-08-22,7812.56,Completed,Bank Transfer
PAY00001654,CLM0002283,2024-07-17,26460.2,Completed,Bank Transfer
PAY00001655,CLM0002284,2023-11-04,23608.52,Completed,Online
PAY00001656,CLM0002285,2022-06-21,19640.78,Completed,Cheque
PAY00001657,CLM0002286,2024-11-21,5632.64,Completed,Online
PAY00001658,CLM0002286,2024-11-21,2012.29,Completed,Online
PAY00001659,CLM0002287,2022-04-20,48420.17,Completed,Bank Transfer
PAY00001660,CLM0002289,2023-06-13,27253.92,Completed,Bank Transfer
PAY00001661,CLM0002289,2023-06-13,17329.39,Completed,Online
PAY00001662,CLM0002291,2024-12-16,6823.84,Completed,Cheque
PAY00001663,CLM0002292,2022-12-17,7604.31,Completed,Bank Transfer
PAY00001664,CLM0002292,2022-12-17,1456.83,Completed,Bank Transfer
PAY00001665,CLM0002293,2023-07-04,2654.58,Completed,Bank Transfer
PAY00001666,CLM0002293,2023-07-04,24990.17,Pending,Bank Transfer
PAY00001667,CLM0002294,2022-02-17,6822.22,Completed,Bank Transfer
PAY00001668,CLM0002294,2022-02-17,1057.44,Completed,Bank Transfer
PAY00001669,CLM0002295,2025-10-09,5400.43,Completed,Bank Transfer
PAY00001670,CLM0002295,2025-10-09,34386.22,Completed,Bank Transfer
PAY00001671,CLM0002299,2023-01-27,73648.61,Completed,Bank Transfer
PAY00001672,CLM0002300,2025-01-01,12254.33,Completed,Online
PAY00001673,CLM0002301,2025-02-02,6969.28,Completed,Bank Transfer
PAY00001674,CLM0002303,2024-03-12,65196.76,Completed,Online
PAY00001675,CLM0002305,2023-07-21,10191.54,Completed,Bank Transfer
PAY00001676,CLM0002306,2025-12-25,29334.41,Completed,Bank Transfer
PAY00001677,CLM0002308,2025-11-07,3659.09,Completed,Bank Transfer
PAY00001678,CLM0002308,2025-11-07,6734.45,Completed,Bank Transfer
PAY00001679,CLM0002313,2026-01-03,9612.39,Completed,Bank Transfer
PAY00001680,CLM0002316,2024-11-14,10467.87,Completed,Bank Transfer
PAY00001681,CLM0002318,2024-11-26,9244.81,Completed,Online
PAY00001682,CLM0002319,2025-08-15,381.45,Completed,Cheque
PAY00001683,CLM0002319,2025-08-15,6235.91,Completed,Bank Transfer
PAY00001684,CLM0002320,2024-11-01,83697.36,Completed,Cheque
PAY00001685,CLM0002321,2025-10-09,19920.3,Completed,Bank Transfer
PAY00001686,CLM0002321,2025-10-09,1752.89,Completed,Bank Transfer
PAY00001687,CLM0002322,2022-05-22,4136.32,Completed,Bank Transfer
PAY00001688,CLM0002322,2022-05-22,11001.53,Pending,Bank Transfer
PAY00001689,CLM0002323,2023-02-25,9442.22,Pending,Bank Transfer
PAY00001690,CLM0002324,2022-10-18,7574.3,Completed,Bank Transfer
PAY00001691,CLM0002327,2024-08-20,37121.81,Completed,Bank Transfer
PAY00001692,CLM0002331,2024-10-13,15108.93,Completed,Bank Transfer
PAY00001693,CLM0002332,2022-07-23,4209.19,Completed,Bank Transfer
PAY00001694,CLM0002332,2022-07-23,463.13,Completed,Bank Transfer
PAY00001695,CLM0002333,2023-02-03,16178.42,Completed,Online
PAY00001696,CLM0002336,2025-01-23,65241.84,Completed,Bank Transfer
PAY00001697,CLM0002337,2023-01-16,83956.18,Completed,Bank Transfer
PAY00001698,CLM0002342,2025-04-30,1976.59,Completed,Bank Transfer
PAY00001699,CLM0002346,2022-12-05,37166.96,Completed,Bank Transfer
PAY00001700,CLM0002347,2023-01-26,19154.93,Completed,Bank Transfer
PAY00001701,CLM0002350,2022-06-06,7669.58,Completed,Cheque
PAY00001702,CLM0002351,2025-12-06,7979.89,Completed,Bank Transfer
PAY00001703,CLM0002352,2024-02-17,10238.93,Completed,Bank Transfer
PAY00001704,CLM0002353,2024-05-25,17155.9,Completed,Online
PAY00001705,CLM0002354,2022-11-08,13843.16,Completed,Bank Transfer
PAY00001706,CLM0002354,2022-11-08,1529.91,Completed,Bank Transfer
PAY00001707,CLM0002361,2024-07-01,59909.75,Completed,Cheque
PAY00001708,CLM0002366,2024-05-11,333.13,Completed,Bank Transfer
PAY00001709,CLM0002366,2024-05-11,4535.63,Completed,Bank Transfer
PAY00001710,CLM0002367,2025-12-10,11888.08,Completed,Bank Transfer
PAY00001711,CLM0002369,2023-04-30,4103,Completed,Online
PAY00001712,CLM0002369,2023-04-30,3943.17,Completed,Bank Transfer
PAY00001713,CLM0002378,2024-01-31,12850.95,Completed,Cheque
PAY00001714,CLM0002378,2024-01-31,11750.7,Completed,Bank Transfer
PAY00001715,CLM0002380,2022-09-25,14483.77,Completed,Bank Transfer
PAY00001716,CLM0002382,2025-07-19,33991.78,Completed,Bank Transfer
PAY00001717,CLM0002383,2024-04-18,23828.28,Pending,Bank Transfer
PAY00001718,CLM0002384,2022-07-19,5231.11,Completed,Cheque
PAY00001719,CLM0002384,2022-07-19,17879.94,Completed,Bank Transfer
PAY00001720,CLM0002385,2023-03-28,11333.84,Completed,Bank Transfer
PAY00001721,CLM0002385,2023-03-28,8858.44,Pending,Cheque
PAY00001722,CLM0002387,2024-10-23,7589.54,Completed,Bank Transfer
PAY00001723,CLM0002389,2023-10-18,27480.48,Completed,Online
PAY00001724,CLM0002390,2022-12-15,121315.51,Completed,Cheque
PAY00001725,CLM0002391,2024-11-08,3888.81,Completed,Bank Transfer
PAY00001726,CLM0002393,2023-03-11,3038.78,Completed,Bank Transfer
PAY00001727,CLM0002393,2023-03-11,9527.32,Completed,Cheque
PAY00001728,CLM0002395,2025-04-14,20207.1,Completed,Bank Transfer
PAY00001729,CLM0002397,2024-03-24,7746.24,Completed,Online
PAY00001730,CLM0002398,2023-06-30,16062.17,Completed,Bank Transfer
PAY00001731,CLM0002401,2022-12-08,20775.36,Completed,Bank Transfer
PAY00001732,CLM0002402,2023-07-20,16480.68,Completed,Bank Transfer
PAY00001733,CLM0002403,2024-08-22,6860.91,Completed,Bank Transfer
PAY00001734,CLM0002403,2024-08-22,21373.31,Completed,Bank Transfer
PAY00001735,CLM0002404,2022-04-12,3966.81,Completed,Bank Transfer
PAY00001736,CLM0002405,2023-06-13,2521.91,Completed,Bank Transfer
PAY00001737,CLM0002405,2023-06-13,5492.98,Completed,Bank Transfer
PAY00001738,CLM0002406,2023-05-07,25848.48,Pending,Bank Transfer
PAY00001739,CLM0002409,2023-07-25,16295.87,Completed,Bank Transfer
PAY00001740,CLM0002410,2023-05-04,6886.36,Pending,Cheque
PAY00001741,CLM0002410,2023-05-04,7358.8,Completed,Bank Transfer
PAY00001742,CLM0002412,2025-04-25,45818.29,Completed,Bank Transfer
PAY00001743,CLM0002413,2022-05-03,88065.45,Completed,Bank Transfer
PAY00001744,CLM0002415,2022-06-28,56259.77,Pending,Online
PAY00001745,CLM0002416,2024-11-17,71396.08,Completed,Bank Transfer
PAY00001746,CLM0002417,2025-11-19,5869.84,Completed,Bank Transfer
PAY00001747,CLM0002419,2025-05-30,25404.24,Completed,Bank Transfer
PAY00001748,CLM0002421,2022-06-03,6122.67,Completed,Bank Transfer
PAY00001749,CLM0002421,2022-06-03,859.99,Completed,Bank Transfer
PAY00001750,CLM0002422,2023-01-27,7809.82,Completed,Bank Transfer
PAY00001751,CLM0002424,2024-09-05,56052.02,Completed,Bank Transfer
PAY00001752,CLM0002425,2022-06-17,9860.6,Completed,Bank Transfer
PAY00001753,CLM0002428,2023-01-20,17724,Completed,Online
PAY00001754,CLM0002430,2025-06-20,66519.16,Completed,Bank Transfer
PAY00001755,CLM0002431,2023-04-23,8169.2,Completed,Cheque
PAY00001756,CLM0002432,2023-05-30,21477.94,Completed,Bank Transfer
PAY00001757,CLM0002433,2025-03-17,11069.12,Completed,Bank Transfer
PAY00001758,CLM0002435,2024-11-14,8566.72,Completed,Bank Transfer
PAY00001759,CLM0002435,2024-11-14,2132.26,Completed,Online
PAY00001760,CLM0002438,2025-06-02,3492.77,Completed,Bank Transfer
PAY00001761,CLM0002439,2024-01-26,2885.18,Completed,Bank Transfer
PAY00001762,CLM0002439,2024-01-26,11985.86,Completed,Bank Transfer
PAY00001763,CLM0002440,2024-06-05,1362.53,Completed,Bank Transfer
PAY00001764,CLM0002440,2024-06-05,13728.09,Completed,Bank Transfer
PAY00001765,CLM0002441,2024-04-24,16266.6,Completed,Bank Transfer
PAY00001766,CLM0002443,2022-09-17,33982.56,Completed,Bank Transfer
PAY00001767,CLM0002444,2023-11-27,13583.15,Pending,Bank Transfer
PAY00001768,CLM0002445,2025-06-05,106163.26,Pending,Bank Transfer
PAY00001769,CLM0002446,2025-09-24,6089.9,Completed,Bank Transfer
PAY00001770,CLM0002448,2025-05-25,12061.06,Completed,Bank Transfer
PAY00001771,CLM0002450,2023-12-03,8458.35,Completed,Online
PAY00001772,CLM0002452,2023-08-27,1763.65,Completed,Bank Transfer
PAY00001773,CLM0002452,2023-08-27,3401,Completed,Bank Transfer
PAY00001774,CLM0002453,2022-04-19,2194.1,Completed,Bank Transfer
PAY00001775,CLM0002453,2022-04-19,11277.67,Completed,Bank Transfer
PAY00001776,CLM0002454,2025-04-04,9685.91,Completed,Bank Transfer
PAY00001777,CLM0002458,2022-10-20,34195.79,Completed,Bank Transfer
PAY00001778,CLM0002458,2022-10-20,31551.57,Completed,Bank Transfer
PAY00001779,CLM0002459,2023-06-29,54316.06,Completed,Online
PAY00001780,CLM0002460,2023-05-01,23975.93,Completed,Cheque
PAY00001781,CLM0002460,2023-05-01,8992.14,Completed,Bank Transfer
PAY00001782,CLM0002462,2024-03-16,30137.97,Completed,Online
PAY00001783,CLM0002467,2025-10-26,22797.97,Completed,Online
PAY00001784,CLM0002469,2024-06-04,13537.87,Completed,Bank Transfer
PAY00001785,CLM0002471,2026-01-18,26375.88,Completed,Bank Transfer
PAY00001786,CLM0002474,2022-11-25,11206.92,Pending,Bank Transfer
PAY00001787,CLM0002475,2023-11-13,42737.77,Completed,Bank Transfer
PAY00001788,CLM0002476,2024-11-21,6813.43,Completed,Bank Transfer
PAY00001789,CLM0002479,2024-01-06,196.81,Completed,Bank Transfer
PAY00001790,CLM0002479,2024-01-06,4662.88,Completed,Bank Transfer
PAY00001791,CLM0002480,2023-06-10,32000.69,Completed,Bank Transfer
PAY00001792,CLM0002483,2023-12-23,28550.16,Completed,Bank Transfer
PAY00001793,CLM0002483,2023-12-23,1175.77,Completed,Bank Transfer
PAY00001794,CLM0002484,2024-02-12,5540.96,Completed,Bank Transfer
PAY00001795,CLM0002484,2024-02-12,2788.63,Completed,Bank Transfer
PAY00001796,CLM0002486,2025-11-29,7971.53,Completed,Bank Transfer
PAY00001797,CLM0002486,2025-11-29,1077.81,Completed,Bank Transfer
PAY00001798,CLM0002488,2022-06-03,3060.77,Completed,Bank Transfer
PAY00001799,CLM0002488,2022-06-03,2255.63,Completed,Bank Transfer
PAY00001800,CLM0002492,2023-05-11,15376.42,Completed,Bank Transfer
PAY00001801,CLM0002497,2024-05-14,3997.47,Completed,Bank Transfer
PAY00001802,CLM0002497,2024-05-14,16129.53,Completed,Bank Transfer
PAY00001803,CLM0002499,2025-10-21,12136.96,Completed,Cheque
PAY00001804,CLM0002502,2024-09-01,12634.85,Pending,Bank Transfer
PAY00001805,CLM0002503,2023-06-11,8925.07,Completed,Bank Transfer
PAY00001806,CLM0002503,2023-06-11,34175.77,Completed,Bank Transfer
PAY00001807,CLM0002504,2025-12-30,37205.13,Completed,Cheque
PAY00001808,CLM0002505,2026-01-27,21710.79,Completed,Bank Transfer
PAY00001809,CLM0002508,2024-04-03,40867.32,Completed,Bank Transfer
PAY00001810,CLM0002508,2024-04-03,4687.57,Completed,Bank Transfer
PAY00001811,CLM0002509,2025-07-26,42647.64,Completed,Bank Transfer
PAY00001812,CLM0002510,2023-04-24,133.5,Completed,Bank Transfer
PAY00001813,CLM0002510,2023-04-24,1548.48,Completed,Bank Transfer
PAY00001814,CLM0002511,2022-10-11,11187.11,Completed,Bank Transfer
PAY00001815,CLM0002514,2024-12-14,9902.49,Completed,Bank Transfer
PAY00001816,CLM0002514,2024-12-14,22420.98,Completed,Bank Transfer
PAY00001817,CLM0002515,2023-07-07,21772.04,Completed,Bank Transfer
PAY00001818,CLM0002517,2023-11-12,6834.55,Completed,Bank Transfer
PAY00001819,CLM0002518,2022-01-07,8920.4,Pending,Bank Transfer
PAY00001820,CLM0002521,2023-01-17,3440.14,Completed,Bank Transfer
PAY00001821,CLM0002521,2023-01-17,11925.65,Completed,Bank Transfer
PAY00001822,CLM0002522,2025-05-24,2900.38,Completed,Bank Transfer
PAY00001823,CLM0002522,2025-05-24,20539.31,Completed,Bank Transfer
PAY00001824,CLM0002523,2025-03-02,9168.85,Completed,Cheque
PAY00001825,CLM0002523,2025-03-02,53097.16,Completed,Bank Transfer
PAY00001826,CLM0002525,2025-02-13,62418.78,Completed,Bank Transfer
PAY00001827,CLM0002529,2024-04-10,15943.39,Completed,Online
PAY00001828,CLM0002532,2024-05-26,16462.72,Completed,Bank Transfer
PAY00001829,CLM0002533,2023-05-11,63836.42,Completed,Bank Transfer
PAY00001830,CLM0002533,2023-05-11,38092.13,Pending,Bank Transfer
PAY00001831,CLM0002536,2023-04-20,23955.55,Pending,Bank Transfer
PAY00001832,CLM0002538,2023-04-14,3829.93,Completed,Bank Transfer
PAY00001833,CLM0002541,2025-10-08,146274.77,Completed,Online
PAY00001834,CLM0002541,2025-10-08,9684.09,Pending,Bank Transfer
PAY00001835,CLM0002542,2024-10-04,4565.24,Completed,Bank Transfer
PAY00001836,CLM0002542,2024-10-04,1743.82,Completed,Bank Transfer
PAY00001837,CLM0002546,2022-12-29,3187.07,Completed,Cheque
PAY00001838,CLM0002546,2022-12-29,851.73,Completed,Online
PAY00001839,CLM0002547,2023-07-23,48857.83,Completed,Bank Transfer
PAY00001840,CLM0002548,2025-11-01,3397.27,Completed,Bank Transfer
PAY00001841,CLM0002548,2025-11-01,13767.35,Pending,Bank Transfer
PAY00001842,CLM0002549,2024-06-24,19254.48,Completed,Bank Transfer
PAY00001843,CLM0002550,2024-06-04,34040.22,Completed,Online
PAY00001844,CLM0002552,2024-07-12,9304.25,Pending,Online
PAY00001845,CLM0002552,2024-07-12,33681.04,Completed,Bank Transfer
PAY00001846,CLM0002554,2025-02-13,6687.18,Completed,Bank Transfer
PAY00001847,CLM0002555,2025-10-27,22027.75,Completed,Online
PAY00001848,CLM0002556,2024-08-14,13533.85,Completed,Bank Transfer
PAY00001849,CLM0002560,2024-07-29,1423.22,Completed,Bank Transfer
PAY00001850,CLM0002560,2024-07-29,5709.35,Completed,Bank Transfer
PAY00001851,CLM0002563,2024-04-17,15223.62,Completed,Bank Transfer
PAY00001852,CLM0002566,2026-06-01,15637.26,Completed,Online
PAY00001853,CLM0002567,2025-11-02,10541.21,Completed,Bank Transfer
PAY00001854,CLM0002568,2025-03-20,55134.78,Completed,Bank Transfer
PAY00001855,CLM0002569,2025-05-22,11739.45,Completed,Bank Transfer
PAY00001856,CLM0002572,2022-08-05,23776.82,Completed,Bank Transfer
PAY00001857,CLM0002573,2026-01-26,19304.8,Completed,Online
PAY00001858,CLM0002574,2025-08-07,32894.55,Completed,Cheque
PAY00001859,CLM0002576,2023-03-09,3267.02,Completed,Cheque
PAY00001860,CLM0002576,2023-03-09,1195.5,Completed,Online
PAY00001861,CLM0002577,2025-07-25,5262.14,Completed,Bank Transfer
PAY00001862,CLM0002580,2025-06-15,3442.67,Completed,Bank Transfer
PAY00001863,CLM0002581,2025-08-16,6894.71,Completed,Bank Transfer
PAY00001864,CLM0002581,2025-08-16,37752.34,Completed,Bank Transfer
PAY00001865,CLM0002583,2024-05-01,56654.03,Completed,Cheque
PAY00001866,CLM0002583,2024-05-01,19209.18,Completed,Online
PAY00001867,CLM0002584,2026-01-17,19038.6,Pending,Online
PAY00001868,CLM0002585,2023-12-01,18434.07,Completed,Bank Transfer
PAY00001869,CLM0002586,2023-09-16,4464.16,Completed,Bank Transfer
PAY00001870,CLM0002586,2023-09-16,642.92,Completed,Bank Transfer
PAY00001871,CLM0002592,2025-04-09,13420.52,Completed,Bank Transfer
PAY00001872,CLM0002596,2023-11-20,5539.62,Completed,Bank Transfer
PAY00001873,CLM0002596,2023-11-20,7997.46,Completed,Online
PAY00001874,CLM0002599,2025-03-15,19213.49,Completed,Bank Transfer
PAY00001875,CLM0002599,2025-03-15,545.4,Completed,Bank Transfer
PAY00001876,CLM0002600,2022-09-04,33484.8,Completed,Bank Transfer
PAY00001877,CLM0002604,2022-09-07,23303.18,Completed,Bank Transfer
PAY00001878,CLM0002604,2022-09-07,4017.84,Completed,Cheque
PAY00001879,CLM0002606,2025-04-26,5884.94,Completed,Bank Transfer
PAY00001880,CLM0002606,2025-04-26,22700.96,Completed,Online
PAY00001881,CLM0002608,2023-03-16,13752.24,Completed,Online
PAY00001882,CLM0002609,2024-10-15,979.22,Completed,Online
PAY00001883,CLM0002609,2024-10-15,4856.53,Completed,Bank Transfer
PAY00001884,CLM0002610,2022-04-18,35895.29,Completed,Cheque
PAY00001885,CLM0002611,2023-03-03,7010.59,Completed,Bank Transfer
PAY00001886,CLM0002611,2023-03-03,4837.96,Completed,Bank Transfer
PAY00001887,CLM0002612,2022-09-17,3921.83,Completed,Bank Transfer
PAY00001888,CLM0002612,2022-09-17,1520.19,Completed,Bank Transfer
PAY00001889,CLM0002613,2024-05-20,3312.3,Completed,Bank Transfer
PAY00001890,CLM0002615,2022-03-25,8188.77,Completed,Bank Transfer
PAY00001891,CLM0002615,2022-03-25,17935.67,Completed,Online
PAY00001892,CLM0002619,2024-07-12,19260.9,Completed,Online
PAY00001893,CLM0002621,2024-06-12,12225.16,Completed,Online
PAY00001894,CLM0002622,2022-11-26,32657.26,Completed,Bank Transfer
PAY00001895,CLM0002627,2023-12-22,10626.94,Completed,Bank Transfer
PAY00001896,CLM0002628,2025-04-06,6992.15,Completed,Online
PAY00001897,CLM0002629,2022-03-15,55453.44,Completed,Online
PAY00001898,CLM0002632,2022-01-29,5984.71,Completed,Cheque
PAY00001899,CLM0002634,2025-06-08,4362.89,Completed,Bank Transfer
PAY00001900,CLM0002636,2024-02-13,12712.41,Completed,Bank Transfer
PAY00001901,CLM0002638,2025-04-20,12872.87,Completed,Bank Transfer
PAY00001902,CLM0002639,2022-06-05,16778.33,Completed,Bank Transfer
PAY00001903,CLM0002641,2022-11-14,11546.5,Completed,Bank Transfer
PAY00001904,CLM0002642,2024-01-30,37455.12,Completed,Bank Transfer
PAY00001905,CLM0002643,2025-04-18,11255.35,Completed,Online
PAY00001906,CLM0002644,2022-12-15,4427.42,Completed,Online
PAY00001907,CLM0002645,2023-10-11,37289.64,Completed,Online
PAY00001908,CLM0002646,2024-02-12,47688.52,Completed,Bank Transfer
PAY00001909,CLM0002649,2025-01-28,10129.51,Completed,Online
PAY00001910,CLM0002649,2025-01-28,2774.1,Completed,Online
PAY00001911,CLM0002652,2026-05-01,66278.73,Completed,Bank Transfer
PAY00001912,CLM0002653,2023-01-14,4763.61,Completed,Cheque
PAY00001913,CLM0002653,2023-01-14,546.03,Pending,Bank Transfer
PAY00001914,CLM0002655,2022-03-22,46216.06,Completed,Bank Transfer
PAY00001915,CLM0002656,2025-02-01,3774.99,Completed,Bank Transfer
PAY00001916,CLM0002659,2025-09-13,10101.44,Completed,Bank Transfer
PAY00001917,CLM0002663,2025-08-12,26220.01,Completed,Bank Transfer
PAY00001918,CLM0002664,2024-02-19,4110.07,Pending,Bank Transfer
PAY00001919,CLM0002665,2024-04-16,80981.3,Completed,Bank Transfer
PAY00001920,CLM0002667,2022-06-16,5036.23,Completed,Bank Transfer
PAY00001921,CLM0002668,2024-03-28,8247.47,Completed,Online
PAY00001922,CLM0002670,2024-08-19,13824.79,Pending,Bank Transfer
PAY00001923,CLM0002671,2024-09-12,16124,Completed,Bank Transfer
PAY00001924,CLM0002673,2023-11-02,15338.37,Completed,Bank Transfer
PAY00001925,CLM0002676,2023-08-28,24523.4,Completed,Bank Transfer
PAY00001926,CLM0002676,2023-08-28,23172.95,Completed,Cheque
PAY00001927,CLM0002677,2024-10-25,54082.49,Completed,Bank Transfer
PAY00001928,CLM0002678,2024-04-15,5597.71,Completed,Bank Transfer
PAY00001929,CLM0002679,2025-06-02,2320.07,Completed,Bank Transfer
PAY00001930,CLM0002680,2024-06-12,9098.78,Pending,Online
PAY00001931,CLM0002683,2022-06-09,37932.12,Completed,Bank Transfer
PAY00001932,CLM0002684,2022-04-03,18446.96,Completed,Bank Transfer
PAY00001933,CLM0002685,2025-07-29,19558.72,Completed,Bank Transfer
PAY00001934,CLM0002686,2025-03-29,45966.03,Completed,Online
PAY00001935,CLM0002687,2022-07-15,15845.29,Completed,Online
PAY00001936,CLM0002688,2025-03-10,12983.12,Completed,Cheque
PAY00001937,CLM0002688,2025-03-10,3438.25,Completed,Bank Transfer
PAY00001938,CLM0002689,2023-04-28,24140.69,Completed,Online
PAY00001939,CLM0002690,2024-07-29,8178.78,Completed,Online
PAY00001940,CLM0002691,2025-12-23,2289.02,Completed,Bank Transfer
PAY00001941,CLM0002691,2025-12-23,8136.5,Completed,Bank Transfer
PAY00001942,CLM0002692,2022-06-24,5246.62,Completed,Bank Transfer
PAY00001943,CLM0002692,2022-06-24,2154.35,Completed,Bank Transfer
PAY00001944,CLM0002696,2024-04-27,8353.28,Completed,Bank Transfer
PAY00001945,CLM0002696,2024-04-27,14973.49,Pending,Cheque
PAY00001946,CLM0002697,2024-04-01,20204.28,Completed,Bank Transfer
PAY00001947,CLM0002698,2022-08-28,1809.74,Completed,Bank Transfer
PAY00001948,CLM0002698,2022-08-28,910.13,Completed,Cheque
PAY00001949,CLM0002702,2022-04-17,19193.87,Pending,Online
PAY00001950,CLM0002705,2025-08-17,9425.02,Completed,Bank Transfer
PAY00001951,CLM0002706,2023-11-25,81422.08,Completed,Bank Transfer
PAY00001952,CLM0002707,2025-05-29,12838.46,Completed,Bank Transfer
PAY00001953,CLM0002710,2024-04-29,11093.2,Completed,Bank Transfer
PAY00001954,CLM0002710,2024-04-29,3255.78,Completed,Bank Transfer
PAY00001955,CLM0002711,2022-07-03,8860.24,Completed,Bank Transfer
PAY00001956,CLM0002716,2025-10-16,66175.05,Completed,Online
PAY00001957,CLM0002716,2025-10-16,19734.58,Completed,Bank Transfer
PAY00001958,CLM0002718,2025-05-12,8108.55,Completed,Bank Transfer
PAY00001959,CLM0002719,2023-04-01,11212.98,Completed,Bank Transfer
PAY00001960,CLM0002719,2023-04-01,15487.06,Completed,Bank Transfer
PAY00001961,CLM0002721,2023-08-28,4182.75,Pending,Bank Transfer
PAY00001962,CLM0002721,2023-08-28,13350.19,Pending,Online
PAY00001963,CLM0002723,2023-05-21,29916.93,Completed,Online
PAY00001964,CLM0002724,2025-08-29,6113.15,Completed,Bank Transfer
PAY00001965,CLM0002724,2025-08-29,178.77,Completed,Bank Transfer
PAY00001966,CLM0002725,2023-12-13,30961,Completed,Bank Transfer
PAY00001967,CLM0002726,2025-12-23,60000.34,Completed,Bank Transfer
PAY00001968,CLM0002727,2025-02-14,8318.05,Completed,Bank Transfer
PAY00001969,CLM0002729,2022-02-04,4569.5,Completed,Bank Transfer
PAY00001970,CLM0002730,2024-11-16,224394.04,Completed,Bank Transfer
PAY00001971,CLM0002732,2024-03-23,16497.18,Completed,Bank Transfer
PAY00001972,CLM0002735,2025-12-15,9295.85,Completed,Bank Transfer
PAY00001973,CLM0002738,2025-01-08,17316.71,Completed,Bank Transfer
PAY00001974,CLM0002738,2025-01-08,9599.8,Completed,Online
PAY00001975,CLM0002745,2025-06-06,6208.71,Completed,Bank Transfer
PAY00001976,CLM0002745,2025-06-06,485.72,Completed,Bank Transfer
PAY00001977,CLM0002746,2024-09-24,21484.77,Completed,Bank Transfer
PAY00001978,CLM0002747,2024-09-19,29608.51,Completed,Online
PAY00001979,CLM0002749,2024-04-28,16496.04,Completed,Bank Transfer
PAY00001980,CLM0002749,2024-04-28,15598.37,Completed,Bank Transfer
PAY00001981,CLM0002752,2024-12-09,14603.32,Completed,Bank Transfer
PAY00001982,CLM0002753,2024-11-18,8553.9,Pending,Online
PAY00001983,CLM0002756,2025-03-19,7385.34,Completed,Bank Transfer
PAY00001984,CLM0002758,2022-10-27,30854.47,Completed,Cheque
PAY00001985,CLM0002760,2025-08-02,14188.75,Completed,Bank Transfer
PAY00001986,CLM0002761,2025-02-27,61295.14,Completed,Bank Transfer
PAY00001987,CLM0002762,2024-12-21,11598.05,Completed,Bank Transfer
PAY00001988,CLM0002763,2024-01-10,11523.59,Completed,Bank Transfer
PAY00001989,CLM0002763,2024-01-10,12835.07,Pending,Bank Transfer
PAY00001990,CLM0002765,2022-05-06,13867.5,Pending,Cheque
PAY00001991,CLM0002766,2023-11-21,6081.36,Completed,Bank Transfer
PAY00001992,CLM0002766,2023-11-21,905.42,Pending,Online
PAY00001993,CLM0002769,2025-05-25,11924.35,Completed,Bank Transfer
PAY00001994,CLM0002769,2025-05-25,60808.94,Completed,Bank Transfer
PAY00001995,CLM0002771,2023-04-28,11962.02,Completed,Online
PAY00001996,CLM0002773,2025-10-09,10772.09,Completed,Cheque
PAY00001997,CLM0002777,2022-06-24,6858.3,Completed,Bank Transfer
PAY00001998,CLM0002778,2026-01-02,22357.73,Completed,Bank Transfer
PAY00001999,CLM0002779,2025-01-25,42934.2,Completed,Bank Transfer
PAY00002000,CLM0002780,2023-03-18,11765.38,Completed,Online
PAY00002001,CLM0002781,2022-01-07,13390.72,Completed,Bank Transfer
PAY00002002,CLM0002784,2023-09-07,20395.2,Completed,Bank Transfer
PAY00002003,CLM0002787,2025-05-19,30423.93,Completed,Bank Transfer
PAY00002004,CLM0002788,2025-02-23,12949.56,Completed,Bank Transfer
PAY00002005,CLM0002790,2025-08-19,4691.14,Completed,Bank Transfer
PAY00002006,CLM0002790,2025-08-19,61497.67,Completed,Bank Transfer
PAY00002007,CLM0002791,2025-07-05,5078.8,Completed,Bank Transfer
PAY00002008,CLM0002793,2024-02-21,1963.55,Completed,Bank Transfer
PAY00002009,CLM0002795,2023-01-30,363.36,Completed,Bank Transfer
PAY00002010,CLM0002795,2023-01-30,4771.26,Pending,Bank Transfer
PAY00002011,CLM0002799,2026-01-29,2518.73,Completed,Bank Transfer
PAY00002012,CLM0002799,2026-01-29,7760.1,Completed,Online
PAY00002013,CLM0002802,2024-11-24,14944.98,Completed,Bank Transfer
PAY00002014,CLM0002803,2024-01-25,9691.91,Completed,Online
PAY00002015,CLM0002806,2025-12-17,9992.43,Completed,Bank Transfer
PAY00002016,CLM0002807,2023-02-24,325.74,Completed,Bank Transfer
PAY00002017,CLM0002807,2023-02-24,5566.8,Completed,Bank Transfer
PAY00002018,CLM0002808,2026-12-03,3537.12,Completed,Bank Transfer
PAY00002019,CLM0002809,2025-06-21,18698.62,Completed,Bank Transfer
PAY00002020,CLM0002810,2024-08-05,21519.94,Completed,Cheque
PAY00002021,CLM0002811,2024-06-29,25013.96,Completed,Online
PAY00002022,CLM0002812,2024-04-21,14702.35,Completed,Bank Transfer
PAY00002023,CLM0002813,2025-03-10,417.85,Completed,Bank Transfer
PAY00002024,CLM0002813,2025-03-10,9295.49,Completed,Online
PAY00002025,CLM0002815,2025-09-06,37094.22,Completed,Bank Transfer
PAY00002026,CLM0002818,2023-03-22,2600.6,Completed,Bank Transfer
PAY00002027,CLM0002818,2023-03-22,3396.82,Completed,Online
PAY00002028,CLM0002820,2025-12-14,23112.94,Completed,Bank Transfer
PAY00002029,CLM0002821,2025-03-28,10053.2,Completed,Bank Transfer
PAY00002030,CLM0002822,2025-12-27,5494.38,Completed,Cheque
PAY00002031,CLM0002823,2025-12-27,6558.47,Completed,Bank Transfer
