Policy_ID,Customer_ID,Product_ID,Agent_ID,Policy_Start_Date,Policy_End_Date,Premium_Amount,Sum_Assured,Policy_Status,Payment_Mode,Renewal_Status,Region_ID
POL0003896,C010841,P004,A0052,2024-09-23,2025-09-23,5912.05,146832.08,Expired,Annual,Not Renewed,R004
POL0003897,C009830,P001,A0010,2022-06-16,2024-06-15,14155.52,337536.77,Cancelled,Monthly,Not Renewed,R002
POL0003898,C014001,P001,A0113,2023-01-25,2023-07-24,14794.21,398187.19,Expired,Annual,Not Renewed,R006
POL0003899,C000904,P001,A0086,2024-05-21,2025-05-21,15427.44,169216.79,Active,Annual,Renewed,R003
POL0003900,C013671,P001,A0012,2024-01-26,2025-01-25,25699.02,417069.34,Expired,Monthly,Not Renewed,R001
POL0003901,C005415,P001,A0054,2024-08-03,2025-08-03,24125.67,566227.93,Expired,Monthly,Renewed,R004
POL0003902,C013550,P002,A0071,2025-03-27,2026-03-27,23341.73,809726.31,Expired,Monthly,Not Renewed,R005
POL0003903,C012450,P006,A0104,2021-07-27,2023-07-27,45945.39,1396994.61,Active,Annual,Renewed,R006
POL0003904,C003869,P003,A0103,2022-10-03,2023-10-03,32136.92,430034.95,Active,Annual,Renewed,R002
POL0003905,C000188,P002,A0097,2023-05-05,2024-05-04,20001.3,352205.69,Expired,Annual,Renewed,R001
POL0003906,C006062,P001,A0076,2021-02-17,2022-02-17,27566.69,340979.92,Active,Annual,Renewed,R006
POL0003907,C012078,P003,A0149,2021-01-25,2022-01-25,46280.33,1011010.12,Active,Annual,Renewed,R006
POL0003908,C010050,P006,A0003,2021-10-28,2022-10-28,64439.56,864083.7,Expired,Annual,Renewed,R005
POL0003909,C008631,P001,A0092,2023-10-24,2024-10-23,27329.28,396621.85,Active,Annual,Renewed,R005
POL0003910,C011839,P001,A0145,2024-06-14,2025-06-14,25482.49,604556.22,Expired,Annual,Not Renewed,R005
POL0003911,C009428,P006,A0068,2021-01-04,2022-01-04,57843.1,732482.82,Expired,Annual,Renewed,R006
POL0003912,C010967,P005,A0115,2023-06-01,2024-05-31,30783.99,688153.15,Active,Monthly,Renewed,R004
POL0003913,C014623,P002,A0027,2021-07-21,2023-07-21,33356.74,277514.38,Active,Annual,Not Renewed,R003
POL0003914,C013933,P002,A0088,2024-02-29,2025-02-28,20475.77,468620.19,Active,Annual,Not Renewed,R004
POL0003915,C008620,P005,A0117,2025-07-13,2026-07-13,32006.6,831518.09,Active,Quarterly,Renewed,R006
POL0003916,C014875,P002,A0101,2025-09-10,2026-09-10,18056.1,162859.52,Cancelled,Annual,Not Renewed,R005
POL0003917,C009493,P004,A0055,2024-07-03,2025-07-03,6003.08,72122.07,Active,Annual,Renewed,R003
POL0003918,C002803,P001,A0090,2023-12-24,2024-12-23,18799.11,428000.39,Active,Annual,Renewed,R002
POL0003919,C000489,P001,A0123,2021-02-10,2021-08-09,25861.27,272920.81,Active,Annual,Renewed,R006
POL0003920,C002244,P002,A0056,2023-10-10,2024-10-09,21883.33,278141.81,Active,Quarterly,Not Renewed,R005
POL0003921,C002348,P001,A0126,2021-05-13,2023-05-13,12138.01,391920.08,Active,Quarterly,Renewed,R001
POL0003922,C010281,P005,A0133,2024-02-09,2025-02-08,43313.92,671214.5,Active,Annual,Not Renewed,R001
POL0003923,C011472,P001,A0081,2023-09-17,2024-09-16,18745.42,383103.02,Active,Annual,Renewed,R001
POL0003924,C011822,P001,A0024,2025-09-27,2026-09-27,14457.35,447987.25,Expired,Monthly,Not Renewed,R004
POL0003925,C007857,P004,A0132,2025-08-21,2026-02-17,5153.61,135855.37,Expired,Annual,Renewed,R006
POL0003926,C002441,P002,A0099,2024-07-06,2025-07-06,23840.9,212639.51,Expired,Monthly,Renewed,R002
POL0003927,C012198,P001,A0134,2021-12-30,2022-12-30,20513.19,213105.5,Expired,Monthly,Renewed,R003
POL0003928,C003679,P002,A0122,2022-06-09,2023-06-09,34119.51,550936.38,Active,Annual,Renewed,R001
POL0003929,C014167,P001,A0088,2025-09-26,2026-03-25,19053.88,418821.09,Expired,Monthly,Renewed,R004
POL0003930,C002124,P002,A0017,2022-11-10,2023-05-09,25216.78,697298.31,Expired,Monthly,Renewed,R001
POL0003931,C009982,P003,A0137,2021-11-01,2022-11-01,34661.89,753650.29,Active,Annual,Renewed,R005
POL0003932,C010728,P001,A0068,2022-10-02,2024-10-01,23868.74,569070.4,Cancelled,Annual,Renewed,R005
POL0003933,C009346,P002,A0069,2023-07-14,2024-07-13,36643.28,1259259.3,Active,Annual,Renewed,R004
POL0003934,C005213,P001,A0048,2022-08-06,2023-08-06,27478.37,347659.76,Expired,Annual,Not Renewed,R003
POL0003935,C014967,P002,A0077,2022-02-24,2023-02-24,33580.49,1044653.35,Active,Annual,Renewed,R004
POL0003936,C008339,P001,A0022,2025-06-26,2026-06-26,19347.61,590702.11,Active,Quarterly,Renewed,R005
POL0003937,C013198,P002,A0072,2025-02-15,2026-02-15,21775.29,389470.63,Active,Quarterly,Renewed,R005
POL0003938,C005696,P001,A0092,2023-12-24,2024-12-23,25182.57,791230.9,Cancelled,Annual,Renewed,R001
POL0003939,C002102,P005,A0093,2025-04-08,2027-04-08,51261.16,1243212.83,Cancelled,Annual,Renewed,R001
POL0003940,C011927,P003,A0075,2024-07-10,2025-01-06,37644.43,868320.63,Cancelled,Monthly,Not Renewed,R005
POL0003941,C004613,P001,A0072,2024-05-03,2025-05-03,26865.21,353593.15,Active,Annual,Renewed,R005
POL0003942,C000028,P003,A0025,2024-04-25,2025-04-25,21012.37,276397.19,Active,Annual,Renewed,R004
POL0003943,C002227,P001,A0002,2021-06-21,2022-06-21,19534.1,351720.31,Expired,Quarterly,Renewed,R004
POL0003944,C014164,P001,A0051,2022-04-03,2023-04-03,26583.97,446140.93,Active,Monthly,Renewed,R006
POL0003945,C012408,P006,A0070,2021-05-26,2022-05-26,42231.89,1360769.26,Expired,Quarterly,Renewed,R002
POL0003946,C012810,P004,A0126,2024-06-10,2025-06-10,4632.62,43170.16,Active,Annual,Not Renewed,R006
POL0003947,C008843,P002,A0138,2024-06-03,2025-06-03,25619.09,421821.67,Expired,Annual,Renewed,R004
POL0003948,C001356,P001,A0083,2023-03-09,2023-09-05,12346.26,216094.73,Expired,Monthly,Renewed,R002
POL0003949,C008903,P005,A0105,2026-02-08,2028-02-08,30124.82,466176.56,Active,Annual,Not Renewed,R001
POL0003950,C007832,P002,A0079,2023-09-19,2024-09-18,16009.48,133774.95,Expired,Annual,Renewed,R004
POL0003951,C002885,P006,A0009,2021-11-08,2022-11-08,63492.91,1341238.24,Active,Monthly,Not Renewed,R006
POL0003952,C003159,P003,A0080,2022-06-06,2023-06-06,44606.7,726551.18,Expired,Monthly,Renewed,R002
POL0003953,C011095,P001,A0032,2024-08-24,2025-08-24,16979.43,381301.87,Expired,Annual,Renewed,R001
POL0003954,C002312,P001,A0128,2025-11-14,2026-11-14,23518.63,542886.91,Active,Annual,Not Renewed,R002
POL0003955,C004002,P002,A0068,2025-08-20,2027-08-20,36098.72,1067834.97,Active,Annual,Not Renewed,R004
POL0003956,C005478,P002,A0038,2021-03-19,2022-03-19,18363.38,244795.05,Active,Monthly,Renewed,R002
POL0003957,C000562,P006,A0129,2022-08-05,2023-08-05,45731.1,1289426.37,Active,Quarterly,Renewed,R002
POL0003958,C000686,P006,A0010,2026-02-04,2027-02-04,54579.05,723617.21,Active,Monthly,Not Renewed,R002
POL0003959,C007298,P005,A0115,2021-04-29,2022-04-29,28572.6,670006.48,Active,Monthly,Renewed,R003
POL0003960,C002730,P001,A0078,2025-12-18,2027-12-18,13954.23,194202.15,Expired,Quarterly,Renewed,R002
POL0003961,C004546,P001,A0127,2025-03-20,2026-03-20,20874.07,370879.82,Active,Annual,Not Renewed,R002
POL0003962,C000642,P001,A0054,2022-10-08,2023-04-06,21947.06,710282.12,Expired,Monthly,Renewed,R006
POL0003963,C013689,P002,A0059,2025-10-12,2026-10-12,19230.02,274604.36,Expired,Annual,Renewed,R002
POL0003964,C011764,P001,A0070,2025-10-02,2026-10-02,12006.45,366205.25,Active,Quarterly,Not Renewed,R005
POL0003965,C014879,P006,A0073,2021-02-13,2022-02-13,57292.6,783088.77,Active,Annual,Renewed,R005
POL0003966,C003069,P005,A0149,2023-08-21,2024-08-20,32527.53,517098.92,Cancelled,Quarterly,Not Renewed,R001
POL0003967,C001199,P001,A0120,2021-03-06,2022-03-06,20683.07,666634.32,Expired,Quarterly,Renewed,R003
POL0003968,C004452,P001,A0025,2022-11-08,2023-05-07,12907.35,375342.92,Active,Annual,Not Renewed,R003
POL0003969,C003645,P002,A0135,2025-03-14,2026-03-14,31878.26,336780.06,Active,Monthly,Not Renewed,R003
POL0003970,C005870,P006,A0056,2022-12-28,2024-12-27,60861.88,901156.87,Expired,Quarterly,Not Renewed,R002
POL0003971,C010749,P005,A0104,2022-02-15,2023-02-15,57767.15,1624389.27,Expired,Annual,Not Renewed,R004
POL0003972,C012980,P004,A0112,2025-06-24,2026-06-24,10791.03,199554.75,Active,Annual,Not Renewed,R003
POL0003973,C000840,P003,A0148,2022-03-05,2023-03-05,43082.44,1295501.86,Expired,Annual,Renewed,R001
POL0003974,C010850,P003,A0097,2025-01-31,2026-01-31,45590.74,553379.91,Active,Monthly,Not Renewed,R001
POL0003975,C004501,P001,A0008,2023-08-30,2024-08-29,15800.24,361482.04,Expired,Annual,Renewed,R004
POL0003976,C011384,P003,A0104,2023-11-25,2024-11-24,21439.15,402894.8,Expired,Quarterly,Not Renewed,R006
POL0003977,C012459,P002,A0046,2023-10-26,2024-10-25,29481.29,436183.04,Active,Quarterly,Not Renewed,R003
POL0003978,C014095,P001,A0036,2025-11-24,2026-11-24,21651.25,185138.01,Active,Monthly,Renewed,R003
POL0003979,C007808,P004,A0091,2023-06-16,2024-06-15,6250.51,59219.06,Expired,Quarterly,Renewed,R005
POL0003980,C000442,P002,A0091,2022-04-10,2023-04-10,26925.6,333701.82,Expired,Annual,Renewed,R005
POL0003981,C013780,P001,A0009,2023-07-17,2024-07-16,17282.26,549278.02,Cancelled,Monthly,Not Renewed,R003
POL0003982,C003956,P001,A0020,2023-06-14,2024-06-13,20834.39,352873.85,Active,Annual,Renewed,R004
POL0003983,C005701,P001,A0142,2025-07-26,2026-07-26,24601.45,356299.67,Expired,Annual,Not Renewed,R001
POL0003984,C005389,P005,A0026,2025-05-21,2026-05-21,39506.41,1355361.82,Active,Annual,Renewed,R005
POL0003985,C008848,P004,A0124,2024-08-22,2025-08-22,6543.78,163784.68,Expired,Annual,Renewed,R002
POL0003986,C001143,P004,A0124,2022-12-30,2023-12-30,7969.3,256270.62,Cancelled,Annual,Renewed,R003
POL0003987,C002086,P001,A0030,2021-03-24,2023-03-24,20812.16,628437.14,Expired,Monthly,Renewed,R004
POL0003988,C012931,P003,A0005,2022-04-12,2024-04-11,48177.51,1064107.74,Expired,Annual,Renewed,R006
POL0003989,C009025,P002,A0022,2022-03-06,2023-03-06,16939.43,414805.04,Expired,Quarterly,Renewed,R005
POL0003990,C002491,P001,A0072,2025-06-10,2027-06-10,25603.65,503450.87,Expired,Annual,Renewed,R004
POL0003991,C009576,P005,A0075,2024-05-12,2025-05-12,58906.67,1795971.55,Active,Annual,Not Renewed,R004
POL0003992,C008495,P005,A0023,2022-01-12,2023-01-12,40105.67,863332.9,Active,Quarterly,Renewed,R005
POL0003993,C000198,P002,A0052,2022-01-11,2023-01-11,21045.18,705265.88,Active,Annual,Renewed,R003
POL0003994,C013095,P004,A0115,2024-05-03,2026-05-03,10754.56,274960.33,Active,Annual,Renewed,R005
POL0003995,C004915,P002,A0066,2022-09-23,2024-09-22,17796.34,604750.41,Active,Quarterly,Renewed,R004
POL0003996,C007218,P005,A0083,2023-09-16,2024-09-15,42870.06,1476492.14,Active,Quarterly,Not Renewed,R006
POL0003997,C014555,P001,A0047,2021-07-30,2023-07-30,14494.26,217225.14,Expired,Monthly,Renewed,R004
POL0003998,C004481,P001,A0142,2023-05-28,2024-05-27,20635.15,284331.95,Expired,Annual,Renewed,R001
POL0003999,C002456,P002,A0034,2024-01-04,2025-01-03,27166.89,222534.9,Active,Annual,Renewed,R006
POL0004000,C009374,P001,A0076,2023-03-05,2024-03-04,15572.78,465962.23,Active,Quarterly,Renewed,R001
POL0004001,C011862,P003,A0092,2023-10-04,2024-10-03,21446.32,502617.7,Cancelled,Monthly,Renewed,R003
POL0004002,C008372,P001,A0050,2025-07-04,2026-07-04,26681.52,575191.5,Cancelled,Annual,Renewed,R006
POL0004003,C001788,P001,A0004,2023-08-09,2024-08-08,24393.09,544305.57,Active,Monthly,Not Renewed,R003
POL0004004,C012673,P001,A0087,2022-01-27,2023-01-27,20923.13,217118.97,Active,Annual,Renewed,R003
POL0004005,C001565,P006,A0106,2024-07-24,2025-01-20,42151.54,970523.2,Active,Annual,Not Renewed,R002
POL0004006,C008538,P001,A0049,2024-06-20,2025-06-20,15061.22,448030.84,Expired,Quarterly,Renewed,R002
POL0004007,C007240,P001,A0118,2026-01-31,2027-01-31,17095.98,403399.03,Active,Monthly,Renewed,R006
POL0004008,C002021,P002,A0141,2024-05-31,2025-05-31,23714.35,251795.85,Expired,Annual,Renewed,R006
POL0004009,C011479,P001,A0086,2023-12-22,2024-06-19,20264.63,176111.69,Active,Monthly,Renewed,R002
POL0004010,C010199,P001,A0140,2024-06-11,2025-06-11,17234.54,159460.84,Active,Quarterly,Renewed,R003
POL0004011,C011250,P002,A0034,2022-08-20,2023-08-20,31937.29,396977.84,Active,Monthly,Not Renewed,R006
POL0004012,C008830,P001,A0133,2026-01-20,2027-01-20,23652.5,792381.73,Expired,Annual,Renewed,R006
POL0004013,C006050,P004,A0101,2023-11-17,2024-11-16,5262.3,145197.19,Active,Annual,Not Renewed,R003
POL0004014,C002494,P002,A0017,2023-06-12,2024-06-11,32164.26,342160.1,Expired,Quarterly,Renewed,R001
POL0004015,C007746,P002,A0118,2025-07-15,2026-07-15,18172.53,165453.63,Expired,Quarterly,Renewed,R006
POL0004016,C004325,P002,A0040,2021-12-19,2022-12-19,22908.81,666687.83,Active,Annual,Not Renewed,R004
POL0004017,C013118,P004,A0073,2024-02-09,2025-02-08,6764.68,120423.52,Active,Annual,Renewed,R002
POL0004018,C006845,P001,A0051,2025-12-03,2026-12-03,24198.28,834860.35,Active,Quarterly,Not Renewed,R003
POL0004019,C014867,P001,A0119,2021-03-08,2022-03-08,19551.42,563486.49,Expired,Monthly,Renewed,R001
POL0004020,C014900,P002,A0008,2025-01-14,2027-01-14,24315.48,477610.98,Expired,Quarterly,Renewed,R005
POL0004021,C002862,P002,A0110,2023-12-23,2024-12-22,28783.09,248719.19,Active,Annual,Renewed,R005
POL0004022,C000717,P001,A0046,2024-07-16,2025-07-16,27053.35,339576.51,Active,Quarterly,Not Renewed,R003
POL0004023,C009716,P002,A0144,2023-07-22,2024-01-18,35779.09,1033159.3,Active,Annual,Not Renewed,R006
POL0004024,C009437,P002,A0046,2023-02-10,2025-02-09,17568.65,492011.81,Active,Annual,Renewed,R004
POL0004025,C009026,P002,A0127,2025-08-08,2026-08-08,22125.31,313830.68,Active,Monthly,Not Renewed,R002
POL0004026,C012296,P001,A0130,2025-03-07,2027-03-07,14161.53,262053.81,Active,Annual,Renewed,R004
POL0004027,C007636,P005,A0125,2021-11-28,2022-11-28,61008.58,1235529.11,Expired,Monthly,Renewed,R001
POL0004028,C001162,P001,A0075,2023-10-15,2024-04-12,16334.32,305542.11,Expired,Monthly,Renewed,R002
POL0004029,C001624,P001,A0042,2022-07-07,2023-07-07,16056.81,224083.57,Expired,Annual,Renewed,R006
POL0004030,C012184,P006,A0045,2024-06-18,2024-12-15,36370.5,367407.27,Expired,Annual,Not Renewed,R006
POL0004031,C011675,P001,A0107,2025-10-27,2026-10-27,21438.72,747259.5,Expired,Quarterly,Not Renewed,R005
POL0004032,C007828,P006,A0091,2022-04-16,2022-10-13,49058.46,882339.86,Expired,Monthly,Renewed,R002
POL0004033,C000506,P001,A0065,2022-11-02,2024-11-01,25129.63,451610.71,Expired,Annual,Renewed,R006
POL0004034,C000505,P002,A0086,2023-01-20,2024-01-20,17482.37,588832.89,Expired,Annual,Not Renewed,R001
POL0004035,C012051,P004,A0108,2022-03-22,2023-03-22,7997.4,155847.43,Active,Quarterly,Not Renewed,R006
POL0004036,C000315,P001,A0130,2022-11-21,2023-05-20,19019.9,171197.8,Expired,Annual,Renewed,R004
POL0004037,C014867,P003,A0026,2025-12-08,2026-12-08,25644.49,714138.18,Active,Monthly,Not Renewed,R003
POL0004038,C013315,P006,A0006,2025-05-17,2026-05-17,59324.23,1158575.75,Expired,Annual,Renewed,R003
POL0004039,C003642,P004,A0025,2025-03-13,2026-03-13,7464.43,82083.38,Active,Annual,Renewed,R004
POL0004040,C005953,P005,A0073,2025-07-14,2026-07-14,41285.38,1150444.36,Expired,Monthly,Renewed,R004
POL0004041,C001760,P002,A0043,2021-01-18,2022-01-18,20027.5,206337.44,Expired,Annual,Renewed,R006
POL0004042,C006647,P004,A0127,2022-10-13,2023-10-13,6376.17,79951.24,Expired,Annual,Renewed,R004
POL0004043,C011429,P005,A0134,2024-05-29,2025-05-29,47506.77,1252423.57,Active,Monthly,Renewed,R006
POL0004044,C005854,P001,A0109,2023-09-18,2024-09-17,15226.43,281064.85,Expired,Annual,Not Renewed,R005
POL0004045,C013950,P002,A0120,2024-09-29,2025-09-29,20233.45,350405.65,Expired,Quarterly,Renewed,R004
POL0004046,C012455,P006,A0148,2021-04-01,2022-04-01,52858.95,1379647.67,Active,Annual,Renewed,R006
POL0004047,C005413,P003,A0003,2025-08-10,2026-08-10,34845.32,864388.42,Active,Monthly,Not Renewed,R003
POL0004048,C003693,P001,A0098,2023-05-02,2023-10-29,20310.87,472489.15,Expired,Annual,Renewed,R004
POL0004049,C007576,P004,A0143,2022-06-13,2022-12-10,5242.28,74928.98,Active,Annual,Renewed,R003
POL0004050,C011766,P001,A0005,2022-05-11,2023-05-11,18536,180357.96,Expired,Monthly,Renewed,R002
POL0004051,C007040,P001,A0122,2022-10-14,2023-10-14,20103.9,186516.31,Cancelled,Monthly,Renewed,R003
POL0004052,C004503,P002,A0058,2021-07-13,2023-07-13,27302.87,686575.64,Active,Monthly,Renewed,R002
POL0004053,C004810,P001,A0068,2024-08-12,2025-08-12,15736.13,279145.81,Active,Monthly,Renewed,R002
POL0004054,C013082,P001,A0148,2022-03-13,2023-03-13,23210.14,665043.29,Active,Monthly,Renewed,R003
POL0004055,C005968,P002,A0069,2024-06-13,2025-06-13,25611.1,521148.86,Expired,Annual,Not Renewed,R001
POL0004056,C001665,P004,A0093,2022-07-10,2024-07-09,7816.9,145988.49,Expired,Quarterly,Not Renewed,R001
POL0004057,C004999,P001,A0095,2024-03-28,2025-03-28,19339.56,613650.4,Active,Monthly,Renewed,R001
POL0004058,C007821,P002,A0006,2021-02-08,2022-02-08,29190.52,504315.14,Active,Quarterly,Not Renewed,R002
POL0004059,C009269,P001,A0107,2024-12-24,2025-12-24,13322.84,414099.94,Expired,Annual,Not Renewed,R001
POL0004060,C005693,P001,A0076,2021-02-04,2022-02-04,16030.01,497165.22,Active,Annual,Renewed,R005
POL0004061,C001956,P006,A0007,2023-01-18,2024-01-18,48184.87,652145.59,Active,Annual,Renewed,R003
POL0004062,C014823,P002,A0007,2023-12-23,2024-12-22,31576.97,593990.62,Active,Annual,Renewed,R004
POL0004063,C000020,P006,A0126,2023-08-20,2025-08-19,53891.53,1130641.69,Expired,Annual,Not Renewed,R004
POL0004064,C009876,P006,A0022,2022-12-30,2023-12-30,39738.47,1200292.75,Active,Annual,Not Renewed,R001
POL0004065,C000192,P004,A0091,2023-01-11,2024-01-11,8381.6,90280.82,Active,Monthly,Renewed,R001
POL0004066,C006785,P001,A0030,2024-04-19,2026-04-19,20770.9,352906.31,Expired,Quarterly,Renewed,R003
POL0004067,C010349,P003,A0124,2022-11-30,2024-11-29,44237.13,591325.08,Active,Monthly,Renewed,R003
POL0004068,C001020,P006,A0102,2023-09-26,2025-09-25,41097.16,1074127.82,Active,Monthly,Not Renewed,R003
POL0004069,C006133,P004,A0029,2021-12-22,2022-12-22,5266.06,80326.11,Expired,Annual,Not Renewed,R003
POL0004070,C010156,P005,A0123,2023-12-26,2025-12-25,40457.3,354371.79,Expired,Quarterly,Renewed,R001
POL0004071,C012507,P001,A0080,2024-04-22,2025-04-22,22895.27,253359.22,Expired,Annual,Renewed,R002
POL0004072,C000319,P004,A0124,2023-10-04,2025-10-03,8217.1,269520.7,Active,Quarterly,Renewed,R004
POL0004073,C005665,P003,A0110,2025-10-15,2027-10-15,38396.12,1325735.69,Active,Annual,Renewed,R004
POL0004074,C000590,P006,A0138,2022-01-05,2023-01-05,46775.11,402328.75,Active,Annual,Renewed,R003
POL0004075,C012179,P002,A0054,2026-01-02,2028-01-02,26438.66,369466.75,Cancelled,Monthly,Not Renewed,R003
POL0004076,C002938,P002,A0031,2023-09-20,2024-09-19,29799.03,534223.11,Active,Quarterly,Renewed,R006
POL0004077,C002907,P004,A0129,2024-09-21,2025-09-21,9239.79,137749.53,Active,Quarterly,Renewed,R001
POL0004078,C012329,P001,A0144,2022-05-02,2023-05-02,26011.56,279612.05,Active,Annual,Renewed,R001
POL0004079,C003224,P006,A0030,2021-03-01,2022-03-01,64149.34,1064995.12,Expired,Annual,Renewed,R004
POL0004080,C010571,P002,A0001,2024-11-24,2026-11-24,26305.85,619769.81,Active,Monthly,Renewed,R002
POL0004081,C000823,P001,A0141,2025-03-29,2026-03-29,25249.88,363041.58,Active,Quarterly,Renewed,R001
POL0004082,C000735,P004,A0108,2023-10-13,2024-10-12,9076.72,131621.16,Active,Annual,Renewed,R004
POL0004083,C010828,P006,A0036,2026-02-12,2026-08-11,59156.32,588105.12,Expired,Monthly,Renewed,R004
POL0004084,C010549,P001,A0049,2022-09-19,2023-09-19,15932.37,462438.26,Active,Annual,Not Renewed,R003
POL0004085,C010714,P001,A0098,2021-02-25,2022-02-25,12598.86,247007.95,Expired,Annual,Not Renewed,R001
POL0004086,C010965,P001,A0001,2024-06-13,2026-06-13,12432.38,371753.75,Expired,Monthly,Renewed,R002
POL0004087,C004962,P002,A0131,2023-01-14,2024-01-14,22226.86,557810.71,Active,Quarterly,Not Renewed,R002
POL0004088,C001702,P001,A0027,2022-12-02,2023-12-02,25469.31,776007.53,Active,Annual,Renewed,R006
POL0004089,C007717,P004,A0124,2021-05-15,2022-05-15,5368.03,82983.63,Active,Annual,Renewed,R003
POL0004090,C007129,P001,A0084,2024-07-30,2025-07-30,14254.3,302335.95,Expired,Quarterly,Renewed,R005
POL0004091,C003503,P003,A0017,2022-12-01,2024-11-30,31364.16,852444.01,Expired,Quarterly,Not Renewed,R003
POL0004092,C001286,P003,A0054,2023-05-07,2025-05-06,43735.69,680778.91,Active,Monthly,Renewed,R005
POL0004093,C007148,P002,A0104,2025-01-09,2026-01-09,32219.67,446282.76,Expired,Quarterly,Renewed,R003
POL0004094,C009517,P003,A0080,2025-03-03,2026-03-03,35935.54,1157035.57,Active,Annual,Not Renewed,R004
POL0004095,C001367,P001,A0091,2024-08-13,2025-08-13,25654,481120.19,Expired,Annual,Renewed,R002
POL0004096,C013863,P001,A0063,2021-09-07,2022-09-07,19566.51,388392.21,Cancelled,Monthly,Not Renewed,R002
POL0004097,C014024,P001,A0022,2022-08-19,2023-08-19,11753.02,206552.61,Expired,Annual,Renewed,R006
POL0004098,C010629,P005,A0119,2024-01-16,2026-01-15,32352.33,905469.04,Expired,Annual,Renewed,R004
POL0004099,C006372,P006,A0125,2023-02-27,2024-02-27,36617.98,487047.39,Expired,Monthly,Not Renewed,R006
POL0004100,C005971,P001,A0096,2023-02-24,2024-02-24,13931.05,238616.06,Cancelled,Quarterly,Renewed,R002
POL0004101,C010842,P002,A0119,2025-01-17,2026-01-17,16858.01,568867.07,Active,Quarterly,Renewed,R004
POL0004102,C007147,P001,A0124,2023-03-27,2024-03-26,13088.54,444493.75,Active,Annual,Not Renewed,R004
POL0004103,C011110,P001,A0144,2022-01-27,2023-01-27,15157.36,336107.08,Active,Annual,Renewed,R002
POL0004104,C014707,P001,A0101,2024-07-30,2026-07-30,23870.87,273282.38,Active,Quarterly,Renewed,R003
POL0004105,C006245,P002,A0025,2023-12-02,2024-12-01,30285.53,300460.74,Active,Annual,Renewed,R002
POL0004106,C006226,P002,A0098,2022-05-23,2023-05-23,23938.25,741296.35,Active,Annual,Renewed,R006
POL0004107,C007968,P002,A0146,2022-10-12,2023-10-12,20719.42,468865.74,Active,Annual,Not Renewed,R006
POL0004108,C000279,P001,A0115,2025-09-01,2026-09-01,24502.42,394061.55,Active,Annual,Renewed,R004
POL0004109,C005031,P004,A0048,2024-04-03,2025-04-03,5330.05,177260.11,Active,Quarterly,Renewed,R002
POL0004110,C008528,P003,A0063,2025-01-06,2026-01-06,32353.98,430986.12,Expired,Quarterly,Not Renewed,R004
POL0004111,C001602,P002,A0143,2023-09-06,2025-09-05,27418.54,304276.96,Active,Monthly,Not Renewed,R003
POL0004112,C011911,P005,A0040,2022-10-20,2023-10-20,36669.24,823576.02,Expired,Annual,Renewed,R005
POL0004113,C006580,P002,A0148,2023-05-22,2024-05-21,17787.7,184582.31,Expired,Quarterly,Renewed,R002
POL0004114,C012614,P001,A0063,2021-11-20,2022-11-20,18902.35,590925.32,Active,Monthly,Renewed,R003
POL0004115,C009242,P006,A0029,2024-03-08,2025-03-08,62239.4,1773217.56,Expired,Annual,Renewed,R006
POL0004116,C003204,P002,A0061,2021-10-14,2022-10-14,23008.3,350198.31,Active,Annual,Renewed,R005
POL0004117,C007933,P002,A0060,2021-11-17,2022-11-17,23978.91,247820.38,Active,Annual,Not Renewed,R005
POL0004118,C002356,P005,A0131,2023-02-27,2024-02-27,57027.89,801617.77,Active,Annual,Renewed,R002
POL0004119,C012126,P004,A0130,2023-08-11,2024-08-10,8705.45,139906.79,Expired,Annual,Renewed,R002
POL0004120,C011101,P001,A0143,2025-01-23,2026-01-23,26415.64,457661.49,Active,Monthly,Renewed,R006
POL0004121,C000625,P001,A0019,2023-03-01,2024-02-29,25944.24,307851.27,Active,Annual,Renewed,R006
POL0004122,C005039,P001,A0018,2023-02-01,2025-01-31,24426.8,230858.11,Expired,Annual,Renewed,R004
POL0004123,C006631,P001,A0126,2022-08-20,2023-08-20,26603.04,268595.96,Expired,Monthly,Not Renewed,R004
POL0004124,C009200,P001,A0060,2022-09-19,2023-09-19,13806.05,214186.96,Expired,Monthly,Renewed,R004
POL0004125,C009082,P002,A0118,2023-11-23,2024-11-22,31870.92,1011275.24,Expired,Annual,Not Renewed,R001
POL0004126,C011583,P003,A0006,2022-06-03,2023-06-03,21828.74,432908.07,Cancelled,Annual,Not Renewed,R003
POL0004127,C008577,P001,A0029,2022-05-20,2024-05-19,24514.03,351555.54,Expired,Monthly,Renewed,R006
POL0004128,C009953,P002,A0139,2023-07-19,2024-07-18,34116.41,707137.81,Active,Annual,Renewed,R002
POL0004129,C008379,P003,A0036,2021-06-27,2022-06-27,42653.05,456120.42,Cancelled,Annual,Renewed,R003
POL0004130,C002970,P002,A0021,2024-06-23,2025-06-23,34794.56,601709.1,Active,Annual,Renewed,R002
POL0004131,C004416,P002,A0030,2021-06-22,2022-06-22,24563.3,839336.93,Active,Monthly,Not Renewed,R006
POL0004132,C007708,P001,A0046,2024-02-11,2024-08-09,23965.41,275451.01,Expired,Annual,Renewed,R002
POL0004133,C008285,P004,A0056,2023-05-14,2023-11-10,6782.69,74536.03,Active,Monthly,Not Renewed,R005
POL0004134,C003812,P002,A0077,2023-08-01,2024-07-31,18953.47,303998.29,Expired,Annual,Renewed,R004
